Product_ID,Product_Name,Category,Brand,Unit_Cost,Unit_Price,Stock_Quantity
PROD0119,StyleHub Product 0119,Fashion,FitMax,2494.93,5356.63,36
PROD0120,TechPro Product 0120,Electronics,Zen,2611.04,5156.34,230
PROD0121,Apex Product 0121,Books,Apex,1410.16,2148.22,182
PROD0122,DailyChoice Product 0122,Fashion,Zen,3925.13,8599.57,291
PROD0123,UrbanX Product 0123,Beauty,Apex,3738.66,5094.35,245
PROD0124,DailyChoice Product 0124,Beauty,Nova,4774.43,7507.96,9
PROD0125,Apex Product 0125,Fashion,DailyChoice,2584.26,5373.00,69
PROD0126,Zen Product 0126,Fashion,PrimeLife,2785.65,6119.09,236
PROD0127,Nova Product 0127,Sports,Nova,4526.53,6341.98,463
PROD0128,StyleHub Product 0128,Books,Apex,4605.25,8889.37,117
PROD0129,Apex Product 0129,Grocery,Zen,3282.73,4828.95,216
PROD0130,PrimeLife Product 0130,Beauty,PrimeLife,4119.94,8053.64,190
PROD0131,PrimeLife Product 0131,Home & Kitchen,HomeEase,2575.18,3300.22,417
PROD0132,Nova Product 0132,Fashion,StyleHub,2002.16,3009.20,350
PROD0133,StyleHub Product 0133,Sports,TechPro,4333.93,5325.31,238
PROD0134,UrbanX Product 0134,Grocery,TechPro,3908.63,6513.70,327
PROD0135,FitMax Product 0135,Books,UrbanX,1287.82,2429.57,400
PROD0136,TechPro Product 0136,Accessories,UrbanX,333.46,516.04,378
PROD0137,TechPro Product 0137,Fashion,StyleHub,2871.44,5155.53,316
PROD0138,Apex Product 0138,Beauty,Apex,4223.92,7381.47,205
PROD0139,DailyChoice Product 0139,Electronics,Apex,1311.29,1913.60,221
PROD0140,StyleHub Product 0140,Accessories,UrbanX,3860.24,6412.31,145
PROD0141,PrimeLife Product 0141,Books,StyleHub,2128.64,2602.20,188
PROD0142,TechPro Product 0142,Electronics,UrbanX,1744.97,2849.38,237
PROD0143,DailyChoice Product 0143,Beauty,Apex,946.80,1544.32,291
PROD0144,Nova Product 0144,Accessories,Apex,4678.04,5520.81,468
PROD0145,FitMax Product 0145,Home & Kitchen,PrimeLife,1205.92,2037.48,436
PROD0146,FitMax Product 0146,Accessories,UrbanX,1468.02,2825.32,222
PROD0147,StyleHub Product 0147,Books,PrimeLife,1724.29,2801.74,245
PROD0148,HomeEase Product 0148,Sports,Apex,1494.84,2733.06,246
PROD0149,StyleHub Product 0149,Fashion,HomeEase,898.24,1535.13,416
PROD0150,Zen Product 0150,Accessories,TechPro,1836.81,3626.67,406
PROD0151,TechPro Product 0151,Fashion,StyleHub,2411.69,4076.19,447
PROD0152,TechPro Product 0152,Grocery,UrbanX,2803.69,4200.46,37
PROD0153,Apex Product 0153,Fashion,HomeEase,866.85,1750.12,452
PROD0154,TechPro Product 0154,Sports,DailyChoice,3919.13,4785.27,206
PROD0155,TechPro Product 0155,Sports,Zen,1626.49,2364.80,413
PROD0156,DailyChoice Product 0156,Beauty,Apex,4597.95,8143.24,399
PROD0157,HomeEase Product 0157,Sports,TechPro,1714.81,3513.35,437
PROD0158,PrimeLife Product 0158,Fashion,DailyChoice,4328.11,5305.18,186
PROD0159,PrimeLife Product 0159,Accessories,HomeEase,1827.41,2285.83,359
PROD0160,Zen Product 0160,Books,TechPro,2578.58,3729.93,476
PROD0161,FitMax Product 0161,Grocery,Nova,1924.54,2909.52,91
PROD0162,PrimeLife Product 0162,Fashion,DailyChoice,1996.77,4064.85,5
PROD0163,TechPro Product 0163,Sports,Zen,3131.05,6753.20,132
PROD0164,HomeEase Product 0164,Sports,PrimeLife,3495.35,4082.88,485
PROD0165,DailyChoice Product 0165,Grocery,HomeEase,4365.32,5090.50,472
PROD0166,HomeEase Product 0166,Beauty,Nova,2888.36,5944.39,91
PROD0167,PrimeLife Product 0167,Electronics,HomeEase,1162.54,1502.46,0
PROD0168,HomeEase Product 0168,Sports,PrimeLife,4948.94,7454.60,269
PROD0169,TechPro Product 0169,Electronics,PrimeLife,3450.49,4965.17,82
PROD0170,Apex Product 0170,Home & Kitchen,StyleHub,1936.29,2799.80,286
PROD0171,Apex Product 0171,Grocery,DailyChoice,4844.20,7242.18,178
PROD0172,PrimeLife Product 0172,Electronics,HomeEase,4796.52,7208.44,376
PROD0173,Apex Product 0173,Accessories,Nova,489.74,882.10,334
PROD0174,Apex Product 0174,Sports,DailyChoice,197.15,356.89,146
PROD0175,StyleHub Product 0175,Fashion,Apex,317.84,540.02,101
PROD0176,DailyChoice Product 0176,Fashion,UrbanX,3458.04,7094.06,287
PROD0177,Apex Product 0177,Accessories,PrimeLife,3583.31,7302.63,312
PROD0178,DailyChoice Product 0178,Sports,Apex,3647.74,5026.87,30
PROD0179,Apex Product 0179,Beauty,UrbanX,3188.17,5486.27,313
PROD0180,TechPro Product 0180,Books,PrimeLife,1498.91,2957.39,484
PROD0181,HomeEase Product 0181,Sports,FitMax,918.93,1893.20,153
PROD0182,FitMax Product 0182,Sports,HomeEase,4646.51,6588.50,47
PROD0183,TechPro Product 0183,Books,UrbanX,4574.39,7633.77,378
PROD0184,Apex Product 0184,Beauty,UrbanX,1288.18,2191.55,40
PROD0185,Zen Product 0185,Beauty,Nova,922.89,1739.30,152
PROD0186,Nova Product 0186,Home & Kitchen,StyleHub,1939.17,2902.50,430
PROD0187,Zen Product 0187,Home & Kitchen,HomeEase,337.19,491.66,181
PROD0188,Nova Product 0188,Home & Kitchen,HomeEase,894.48,1691.35,231
PROD0189,FitMax Product 0189,Beauty,Apex,1963.47,3081.28,120
PROD0190,StyleHub Product 0190,Electronics,PrimeLife,1269.85,1465.69,184
PROD0191,Apex Product 0191,Sports,FitMax,3710.42,7920.78,455
PROD0192,DailyChoice Product 0192,Grocery,PrimeLife,4534.30,5926.91,316
PROD0193,Nova Product 0193,Accessories,Apex,4554.79,5948.86,387
PROD0194,PrimeLife Product 0194,Home & Kitchen,FitMax,3060.96,6150.34,414
PROD0195,HomeEase Product 0195,Accessories,PrimeLife,3547.10,5328.73,119
PROD0196,Nova Product 0196,Accessories,Apex,2520.75,3767.47,351
PROD0197,HomeEase Product 0197,Grocery,HomeEase,818.77,1476.66,225
PROD0198,UrbanX Product 0198,Electronics,Nova,3211.68,3892.53,111
PROD0199,Zen Product 0199,Sports,UrbanX,1814.77,2538.52,194
PROD0200,Apex Product 0200,Accessories,StyleHub,128.39,154.83,296
PROD0201,Zen Product 0201,Books,DailyChoice,2917.27,4247.79,25
PROD0202,UrbanX Product 0202,Books,Zen,1072.01,2212.01,451
PROD0203,Nova Product 0203,Books,TechPro,4443.88,9353.47,193
PROD0204,TechPro Product 0204,Grocery,Apex,4676.33,6897.16,18
PROD0205,UrbanX Product 0205,Electronics,TechPro,894.65,1205.06,342
PROD0206,DailyChoice Product 0206,Books,PrimeLife,244.12,315.41,24
PROD0207,PrimeLife Product 0207,Fashion,Zen,119.82,187.42,46
PROD0208,DailyChoice Product 0208,Fashion,UrbanX,4573.91,9228.90,198
PROD0209,TechPro Product 0209,Books,PrimeLife,844.89,1728.05,263
PROD0210,Zen Product 0210,Grocery,UrbanX,2233.13,2675.79,2
PROD0211,StyleHub Product 0211,Sports,FitMax,380.09,520.61,470
PROD0212,StyleHub Product 0212,Electronics,Nova,1929.39,2630.39,238
PROD0213,HomeEase Product 0213,Electronics,Apex,3948.58,7975.55,288
PROD0214,FitMax Product 0214,Books,Nova,2092.68,3409.20,367
PROD0215,HomeEase Product 0215,Beauty,Apex,3900.34,5994.10,411
PROD0216,DailyChoice Product 0216,Grocery,PrimeLife,3475.31,7487.33,21
PROD0217,Apex Product 0217,Home & Kitchen,DailyChoice,2634.81,5590.08,354
PROD0218,PrimeLife Product 0218,Grocery,Nova,3714.78,5988.64,353
PROD0219,Apex Product 0219,Sports,Zen,4407.66,5662.73,29
PROD0220,TechPro Product 0220,Electronics,Nova,3985.76,5299.28,46
PROD0221,PrimeLife Product 0221,Home & Kitchen,FitMax,3489.48,4423.57,419
PROD0222,Nova Product 0222,Books,PrimeLife,3538.93,6598.44,314
PROD0223,FitMax Product 0223,Accessories,StyleHub,889.38,1540.78,269
PROD0224,TechPro Product 0224,Sports,Zen,4758.29,8253.14,328
PROD0225,PrimeLife Product 0225,Electronics,Apex,1107.75,1388.34,469
PROD0226,TechPro Product 0226,Books,UrbanX,1809.87,3588.86,475
PROD0227,Nova Product 0227,Fashion,StyleHub,2638.13,4517.41,360
PROD0228,HomeEase Product 0228,Electronics,StyleHub,718.29,894.64,269
PROD0229,PrimeLife Product 0229,Fashion,PrimeLife,3008.52,5819.94,462
PROD0230,FitMax Product 0230,Books,HomeEase,995.12,2169.72,439
PROD0231,Zen Product 0231,Fashion,Apex,4624.50,7460.43,484
PROD0232,Apex Product 0232,Beauty,Nova,4454.51,5663.63,151
PROD0233,DailyChoice Product 0233,Accessories,Nova,2767.68,3477.50,225
PROD0234,DailyChoice Product 0234,Accessories,UrbanX,2302.43,2710.36,247
PROD0235,UrbanX Product 0235,Books,StyleHub,602.75,1180.74,304
PROD0236,Apex Product 0236,Books,PrimeLife,4134.17,7766.87,170
PROD0237,StyleHub Product 0237,Beauty,DailyChoice,1958.91,3454.44,236
PROD0238,StyleHub Product 0238,Accessories,PrimeLife,1306.99,2553.74,235
PROD0239,Zen Product 0239,Home & Kitchen,Zen,4976.96,10945.64,258
PROD0240,PrimeLife Product 0240,Sports,TechPro,3374.66,5304.76,278
PROD0241,StyleHub Product 0241,Accessories,FitMax,461.93,873.56,147
PROD0242,StyleHub Product 0242,Home & Kitchen,TechPro,4026.35,6224.82,108
PROD0243,TechPro Product 0243,Grocery,StyleHub,3776.97,5739.71,142
PROD0244,StyleHub Product 0244,Beauty,Apex,2065.88,4221.56,298
PROD0245,FitMax Product 0245,Home & Kitchen,HomeEase,706.08,1238.11,463
PROD0246,PrimeLife Product 0246,Accessories,FitMax,2537.48,3239.46,70
PROD0247,UrbanX Product 0247,Sports,TechPro,3840.26,6043.39,416
PROD0248,DailyChoice Product 0248,Sports,HomeEase,472.47,938.51,310
PROD0249,StyleHub Product 0249,Electronics,Zen,900.86,1925.14,125
PROD0250,Nova Product 0250,Accessories,UrbanX,3132.74,5623.74,466
PROD0251,Zen Product 0251,Home & Kitchen,DailyChoice,2841.77,4444.31,81
PROD0252,Zen Product 0252,Beauty,DailyChoice,4534.93,6415.03,40
PROD0253,DailyChoice Product 0253,Electronics,Zen,4092.48,6519.83,401
PROD0254,Apex Product 0254,Home & Kitchen,Zen,4602.27,8026.07,386
PROD0255,UrbanX Product 0255,Books,HomeEase,2383.20,2751.73,258
PROD0256,StyleHub Product 0256,Sports,HomeEase,3960.22,5671.48,355
PROD0257,DailyChoice Product 0257,Beauty,Zen,338.71,628.34,143
PROD0258,PrimeLife Product 0258,Accessories,StyleHub,1543.01,2865.20,170
PROD0259,TechPro Product 0259,Accessories,TechPro,3256.93,5978.61,278
PROD0260,DailyChoice Product 0260,Books,StyleHub,3842.05,8250.57,470
PROD0261,UrbanX Product 0261,Home & Kitchen,Zen,2895.41,5058.20,142
PROD0262,TechPro Product 0262,Accessories,Nova,2455.61,3519.42,456
PROD0263,Apex Product 0263,Accessories,StyleHub,1243.00,2488.73,126
PROD0264,TechPro Product 0264,Accessories,Nova,953.52,1486.39,57
PROD0265,StyleHub Product 0265,Sports,FitMax,4389.86,6151.31,167
PROD0266,HomeEase Product 0266,Sports,Zen,796.84,1382.19,117
PROD0267,DailyChoice Product 0267,Books,HomeEase,2232.91,3245.50,165
PROD0268,TechPro Product 0268,Home & Kitchen,Nova,4453.56,6974.13,372
PROD0269,DailyChoice Product 0269,Home & Kitchen,Nova,823.79,1546.93,81
PROD0270,Nova Product 0270,Accessories,TechPro,724.98,1591.87,357
PROD0271,HomeEase Product 0271,Beauty,StyleHub,3493.29,6382.13,133
PROD0272,StyleHub Product 0272,Electronics,Apex,1724.72,2484.12,363
PROD0273,DailyChoice Product 0273,Sports,Apex,2234.96,2782.50,484
PROD0274,Nova Product 0274,Electronics,FitMax,3165.41,4843.29,45
PROD0275,Nova Product 0275,Electronics,UrbanX,1956.98,2290.21,261
PROD0276,UrbanX Product 0276,Accessories,TechPro,4019.22,6583.45,468
PROD0277,HomeEase Product 0277,Sports,TechPro,4848.02,8934.82,122
PROD0278,PrimeLife Product 0278,Home & Kitchen,FitMax,4672.00,7883.47,221
PROD0279,HomeEase Product 0279,Sports,HomeEase,2772.71,5707.75,91
PROD0280,UrbanX Product 0280,Books,Zen,1838.60,3068.17,403
PROD0281,Zen Product 0281,Electronics,DailyChoice,2225.29,3639.46,18
PROD0282,HomeEase Product 0282,Accessories,Zen,1717.77,2533.99,269
PROD0283,StyleHub Product 0283,Accessories,DailyChoice,2264.45,4595.69,64
PROD0284,HomeEase Product 0284,Beauty,TechPro,163.57,343.30,218
PROD0285,UrbanX Product 0285,Sports,Zen,370.55,806.62,499
PROD0286,Apex Product 0286,Grocery,StyleHub,3879.55,8458.46,351
PROD0287,Zen Product 0287,Beauty,PrimeLife,1740.58,3793.50,156
PROD0288,HomeEase Product 0288,Home & Kitchen,HomeEase,3992.59,7576.17,414
PROD0289,FitMax Product 0289,Accessories,Nova,2451.73,4267.94,152
PROD0290,DailyChoice Product 0290,Accessories,Apex,4049.00,5389.06,246
PROD0291,Apex Product 0291,Home & Kitchen,HomeEase,3351.56,6553.70,198
PROD0292,StyleHub Product 0292,Books,Apex,1084.91,2084.79,230
PROD0293,TechPro Product 0293,Beauty,StyleHub,2293.84,4666.87,301
PROD0294,Zen Product 0294,Grocery,TechPro,3551.23,5808.30,435
PROD0295,Apex Product 0295,Beauty,Apex,1720.02,3589.75,15
PROD0296,Nova Product 0296,Sports,TechPro,1047.18,1994.47,107
PROD0297,PrimeLife Product 0297,Home & Kitchen,DailyChoice,2745.32,3650.40,394
PROD0298,UrbanX Product 0298,Beauty,UrbanX,1440.88,1970.04,273
PROD0299,HomeEase Product 0299,Fashion,Nova,3012.28,6039.56,363
PROD0300,DailyChoice Product 0300,Sports,TechPro,1431.50,2286.07,183
PROD0301,Zen Product 0301,Accessories,HomeEase,4542.24,6411.21,489
PROD0302,PrimeLife Product 0302,Sports,Zen,1785.12,2844.96,183
PROD0303,UrbanX Product 0303,Fashion,FitMax,4546.51,5998.88,440
PROD0304,UrbanX Product 0304,Grocery,TechPro,1469.46,3065.77,68
PROD0305,HomeEase Product 0305,Accessories,Nova,3061.83,3751.10,249
PROD0306,Zen Product 0306,Home & Kitchen,DailyChoice,738.07,1122.53,375
PROD0307,HomeEase Product 0307,Beauty,PrimeLife,3914.02,6789.94,449
PROD0308,Apex Product 0308,Beauty,HomeEase,1081.07,2234.93,457
PROD0309,DailyChoice Product 0309,Home & Kitchen,Zen,4333.70,8540.10,217
PROD0310,StyleHub Product 0310,Grocery,FitMax,2316.98,2719.08,87
PROD0311,StyleHub Product 0311,Accessories,Apex,563.24,1135.78,345
PROD0312,Nova Product 0312,Fashion,StyleHub,1881.34,3424.09,271
PROD0313,Zen Product 0313,Fashion,Zen,3920.66,5057.71,216
PROD0314,Zen Product 0314,Accessories,DailyChoice,473.85,852.15,357
PROD0315,UrbanX Product 0315,Grocery,Nova,3166.07,6359.97,389
PROD0316,PrimeLife Product 0316,Fashion,FitMax,2585.60,4608.10,179
PROD0317,Apex Product 0317,Accessories,UrbanX,1618.36,3558.94,124
PROD0318,TechPro Product 0318,Sports,Nova,3802.53,6397.20,375
PROD0319,FitMax Product 0319,Accessories,TechPro,356.96,662.80,182
PROD0320,TechPro Product 0320,Grocery,HomeEase,2538.44,3106.78,331
PROD0321,HomeEase Product 0321,Beauty,FitMax,2583.63,5177.23,328
PROD0322,DailyChoice Product 0322,Electronics,Nova,523.39,944.88,432
PROD0323,UrbanX Product 0323,Sports,Nova,766.51,1333.19,489
PROD0324,FitMax Product 0324,Accessories,Zen,2107.31,3991.77,199
PROD0325,Apex Product 0325,Sports,UrbanX,2728.96,4744.39,183
PROD0326,Zen Product 0326,Beauty,DailyChoice,360.66,705.01,478
PROD0327,HomeEase Product 0327,Home & Kitchen,TechPro,157.61,277.82,296
PROD0328,PrimeLife Product 0328,Grocery,StyleHub,1043.76,1770.28,223
PROD0329,FitMax Product 0329,Grocery,PrimeLife,2490.27,3216.86,454
PROD0330,UrbanX Product 0330,Books,Nova,297.37,489.30,479
PROD0331,Nova Product 0331,Beauty,Nova,3692.85,6333.78,361
PROD0332,Nova Product 0332,Home & Kitchen,DailyChoice,844.45,1524.91,439
PROD0333,FitMax Product 0333,Beauty,TechPro,3885.79,6328.73,376
PROD0334,UrbanX Product 0334,Sports,PrimeLife,1103.19,1438.53,88
PROD0335,Apex Product 0335,Grocery,Apex,1798.44,2352.15,224
PROD0336,UrbanX Product 0336,Books,Nova,2447.56,4667.59,498
PROD0337,TechPro Product 0337,Grocery,PrimeLife,1801.63,3323.14,446
PROD0338,DailyChoice Product 0338,Fashion,TechPro,215.73,306.87,117
PROD0339,UrbanX Product 0339,Sports,HomeEase,4552.01,7365.84,155
PROD0340,TechPro Product 0340,Accessories,DailyChoice,1503.69,2213.89,458
PROD0341,Zen Product 0341,Sports,PrimeLife,766.58,1027.27,158
PROD0342,Apex Product 0342,Electronics,TechPro,749.34,1118.37,182
PROD0343,Zen Product 0343,Sports,Apex,4875.60,6951.75,435
PROD0344,Zen Product 0344,Sports,FitMax,702.98,869.27,201
PROD0345,Apex Product 0345,Sports,DailyChoice,1798.08,3020.25,65
PROD0346,Apex Product 0346,Accessories,PrimeLife,431.35,700.27,45
PROD0347,Zen Product 0347,Books,PrimeLife,3703.82,7038.51,363
PROD0348,Zen Product 0348,Electronics,StyleHub,3024.08,5447.34,259
PROD0349,UrbanX Product 0349,Home & Kitchen,DailyChoice,2714.49,4100.36,405
PROD0350,FitMax Product 0350,Books,Nova,4293.62,7175.15,428
PROD0351,Apex Product 0351,Books,Nova,2909.35,4983.39,243
PROD0352,HomeEase Product 0352,Grocery,UrbanX,4782.10,10106.61,155
PROD0353,FitMax Product 0353,Grocery,HomeEase,3151.62,6872.99,393
PROD0354,FitMax Product 0354,Grocery,PrimeLife,1836.27,3684.15,449
PROD0355,Zen Product 0355,Grocery,FitMax,280.06,487.36,248
PROD0356,StyleHub Product 0356,Grocery,Apex,3653.85,7762.65,432
PROD0357,FitMax Product 0357,Electronics,PrimeLife,1930.86,2581.60,94
PROD0358,Zen Product 0358,Fashion,FitMax,3036.09,5711.86,254
PROD0359,StyleHub Product 0359,Home & Kitchen,FitMax,4394.11,7177.74,361
PROD0360,Zen Product 0360,Grocery,UrbanX,137.53,179.06,470
