Order_ID,Customer_ID,Order_Date,Order_Status,Shipping_City,Order_Total,,
ORD000147,CUST00711,10-06-2024,Processing,Kolkata,7289,,
ORD000148,CUST04695,16-01-2024,Delivered,Bengaluru,26323,,
ORD000149,CUST01203,14-01-2024,Processing,Kolkata,4567,,
ORD000150,CUST03050,12-01-2026,Processing,Ahmedabad,2082,,
ORD000151,CUST07555,02-09-2024,Delivered,Pune,7938,,
ORD000152,CUST08245,15-02-2024,Delivered,Kolkata,17759,,
ORD000153,CUST09970,28-03-2026,Delivered,Ahmedabad,40230,,
ORD000154,CUST01311,16-09-2025,Delivered,Chennai,16464,,
ORD000155,CUST01407,19-06-2026,Delivered,Chennai,29606,,
ORD000156,CUST04086,08-07-2025,Delivered,Chennai,24935,,
ORD000157,CUST04675,05-02-2025,Processing,Mumbai,42028,,
ORD000158,CUST05457,17-02-2024,Delivered,Chennai,4314,,
ORD000159,CUST05303,04-12-2025,Shipped,Mumbai,8645,,
ORD000160,CUST03522,13-02-2025,Shipped,Mumbai,10508,,
ORD000161,CUST01309,14-12-2025,Delivered,Chennai,52186,,
ORD000162,CUST05283,29-03-2025,Shipped,Coimbatore,10717,,
ORD000163,CUST06116,21-05-2024,Delivered,Mumbai,4769,,
ORD000164,CUST02354,25-03-2025,Delivered,Delhi,2077,,
ORD000165,CUST09487,07-07-2024,Shipped,Ahmedabad,9026,,
ORD000166,CUST01565,31-12-2025,Delivered,Mumbai,13370,,
ORD000167,CUST00409,01-04-2025,Delivered,Hyderabad,7663,,
ORD000168,CUST01099,02-02-2026,Shipped,Kolkata,13166,,
ORD000169,CUST09701,30-08-2026,Delivered,Ahmedabad,23075,,
ORD000170,CUST05433,27-02-2026,Delivered,Hyderabad,6957,,
ORD000171,CUST00112,02-04-2026,Processing,Mumbai,18090,,
ORD000172,CUST01272,25-04-2024,Delivered,Hyderabad,35886,,
ORD000173,CUST05939,25-05-2026,Delivered,Ahmedabad,34034,,
ORD000174,CUST02884,28-05-2025,Delivered,Mumbai,8705,,
ORD000175,CUST07036,17-06-2026,Shipped,Madurai,12325,,
ORD000176,CUST06902,13-01-2024,Delivered,Mumbai,56751,,
ORD000177,CUST01676,03-10-2024,Delivered,Delhi,73254,,
ORD000178,CUST06624,17-07-2026,Delivered,Madurai,15108,,
ORD000179,CUST00325,08-09-2024,Delivered,Delhi,44440,,
ORD000180,CUST04074,04-07-2026,Delivered,Ahmedabad,41128,,
ORD000181,CUST03827,11-06-2026,Delivered,Bengaluru,49315,,
ORD000182,CUST06629,15-08-2024,Delivered,Ahmedabad,66288,,
ORD000183,CUST01433,25-05-2024,Processing,Pune,11197,,
ORD000184,CUST05956,04-08-2024,Delivered,Hyderabad,17082,,
ORD000185,CUST05528,18-01-2026,Delivered,Hyderabad,55684,,
ORD000186,CUST09341,20-10-2024,Processing,Pune,12280,,
ORD000187,CUST07944,06-02-2026,Shipped,Pune,23058,,
ORD000188,CUST03785,07-10-2024,Delivered,Madurai,22834,,
ORD000189,CUST04380,14-06-2024,Processing,Ahmedabad,12463,,
ORD000190,CUST06582,22-05-2024,Delivered,Bengaluru,31443,,
ORD000191,CUST06014,12-05-2025,Delivered,Mumbai,25903,,
ORD000192,CUST00872,19-01-2026,Delivered,Delhi,49147,,
ORD000193,CUST08236,28-04-2025,Delivered,Delhi,1298,,
ORD000194,CUST06520,16-02-2025,Delivered,Bengaluru,49323,,
ORD000195,CUST07322,06-04-2024,Shipped,Delhi,13162,,
ORD000196,CUST04703,04-12-2025,Delivered,Madurai,10899,,
ORD000197,CUST00002,14-10-2024,Delivered,Coimbatore,45972,,
ORD000198,CUST06892,25-08-2026,Delivered,Ahmedabad,16650,,
ORD000199,CUST04494,08-07-2025,Delivered,Kolkata,46785,,
ORD000200,CUST00597,25-09-2024,Delivered,Hyderabad,23017,,
ORD000201,CUST07036,27-07-2024,Processing,Mumbai,14168,,
ORD000202,CUST06518,25-04-2026,Shipped,Delhi,1080,,
ORD000203,CUST01790,20-06-2025,Delivered,Chennai,2425,,
ORD000204,CUST03805,31-10-2024,Delivered,Pune,15646,,
ORD000205,CUST09977,28-03-2024,Delivered,Bengaluru,22470,,
ORD000206,CUST07213,29-04-2024,Delivered,Pune,31800,,
ORD000207,CUST04067,12-08-2024,Delivered,Delhi,38148,,
ORD000208,CUST04911,15-05-2024,Delivered,Pune,22476,,
ORD000209,CUST05652,01-02-2026,Delivered,Ahmedabad,10625,,
ORD000210,CUST02172,12-07-2026,Delivered,Coimbatore,12327,,
ORD000211,CUST04669,23-12-2025,Delivered,Madurai,23708,,
ORD000212,CUST07424,16-01-2025,Delivered,Delhi,5612,,
ORD000213,CUST05836,11-01-2024,Delivered,Chennai,16594,,
ORD000214,CUST08709,14-03-2025,Delivered,Madurai,1060,,
ORD000215,CUST00314,10-01-2024,Delivered,Pune,15077,,
ORD000216,CUST01361,10-11-2024,Cancelled,Hyderabad,5486,,
ORD000217,CUST02125,05-03-2024,Delivered,Hyderabad,37984,,
ORD000218,CUST00828,19-06-2026,Delivered,Chennai,37313,,
ORD000219,CUST01677,14-08-2025,Delivered,Ahmedabad,19795,,
ORD000220,CUST04392,12-04-2025,Delivered,Hyderabad,13758,,
ORD000221,CUST03779,04-07-2026,Cancelled,Kolkata,3778,,
ORD000222,CUST01461,26-08-2025,Cancelled,Mumbai,43852,,
ORD000223,CUST02755,06-10-2025,Delivered,Delhi,21937,,
ORD000224,CUST05771,15-09-2025,Shipped,Hyderabad,45070,,
ORD000225,CUST08970,13-07-2024,Delivered,Madurai,8548,,
ORD000226,CUST01564,17-02-2025,Shipped,Mumbai,10261,,
ORD000227,CUST05239,21-08-2025,Processing,Mumbai,32778,,
ORD000228,CUST08587,04-11-2025,Delivered,Coimbatore,10632,,
ORD000229,CUST09713,30-05-2026,Delivered,Madurai,29115,,
ORD000230,CUST01273,04-06-2026,Delivered,Hyderabad,21203,,
ORD000231,CUST05127,09-05-2026,Delivered,Madurai,17321,,
ORD000232,CUST05533,01-01-2024,Delivered,Delhi,21943,,
ORD000233,CUST05057,02-01-2025,Delivered,Coimbatore,32039,,
ORD000234,CUST08847,11-07-2026,Delivered,Coimbatore,18408,,
ORD000235,CUST01476,22-09-2025,Delivered,Kolkata,26318,,
ORD000236,CUST06019,10-01-2025,Delivered,Kolkata,42640,,
ORD000237,CUST07188,04-02-2026,Cancelled,Hyderabad,63244,,
ORD000238,CUST01916,09-07-2024,Delivered,Mumbai,22574,,
ORD000239,CUST08195,16-10-2024,Shipped,Chennai,3541,,
ORD000240,CUST00413,12-05-2026,Delivered,Chennai,10103,,
ORD000241,CUST04116,10-03-2026,Delivered,Madurai,5252,,
ORD000242,CUST04092,19-09-2025,Delivered,Chennai,24764,,
ORD000243,CUST04541,17-07-2024,Delivered,Chennai,3294,,
ORD000244,CUST01370,22-08-2024,Delivered,Mumbai,35179,,
ORD000245,CUST09946,17-08-2024,Processing,Chennai,668,,
ORD000246,CUST06821,13-08-2024,Cancelled,Bengaluru,15497,,
ORD000247,CUST03412,05-03-2025,Delivered,Hyderabad,1727,,
ORD000248,CUST05171,14-07-2024,Delivered,Chennai,35310,,
ORD000249,CUST08545,11-04-2025,Delivered,Hyderabad,35073,,
ORD000250,CUST08670,16-03-2025,Shipped,Madurai,22145,,
ORD000251,CUST02292,28-02-2026,Delivered,Madurai,20163,,
ORD000252,CUST05677,05-06-2024,Delivered,Chennai,30238,,
ORD000253,CUST04823,26-04-2025,Delivered,Hyderabad,7338,,
ORD000254,CUST07583,19-12-2024,Processing,Madurai,10677,,
ORD000255,CUST07191,23-03-2026,Delivered,Chennai,3846,,
ORD000256,CUST02101,15-11-2025,Delivered,Ahmedabad,26263,,
ORD000257,CUST05162,14-04-2026,Delivered,Coimbatore,3316,,
ORD000258,CUST04949,16-06-2025,Delivered,Coimbatore,4644,,
ORD000259,CUST01351,22-05-2025,Delivered,Coimbatore,11244,,
ORD000260,CUST00373,08-02-2025,Shipped,Hyderabad,50658,,
ORD000261,CUST06699,30-11-2025,Delivered,Hyderabad,5450,,
ORD000262,CUST01490,07-03-2026,Delivered,Ahmedabad,7268,,
ORD000263,CUST04998,15-10-2024,Cancelled,Chennai,52583,,
ORD000264,CUST02868,09-11-2025,Delivered,Coimbatore,31296,,
ORD000265,CUST03566,02-12-2025,Shipped,Bengaluru,38918,,
ORD000266,CUST09666,30-03-2024,Delivered,Madurai,2148,,
ORD000267,CUST09840,16-01-2025,Delivered,Madurai,22705,,
ORD000268,CUST01023,24-08-2026,Delivered,Madurai,18892,,
ORD000269,CUST05224,27-10-2024,Processing,Coimbatore,8684,,
ORD000270,CUST09284,17-03-2025,Delivered,Kolkata,47537,,
ORD000271,CUST05645,16-05-2025,Delivered,Ahmedabad,11945,,
ORD000272,CUST02380,07-08-2025,Shipped,Mumbai,30776,,
ORD000273,CUST07467,16-08-2025,Delivered,Ahmedabad,56015,,
ORD000274,CUST07024,19-01-2025,Delivered,Bengaluru,839,,
ORD000275,CUST05764,06-06-2025,Cancelled,Madurai,10143,,
ORD000276,CUST05212,16-05-2025,Delivered,Pune,13318,,
ORD000277,CUST00490,05-09-2024,Delivered,Delhi,2023,,
ORD000278,CUST02592,02-11-2025,Delivered,Madurai,3272,,
ORD000279,CUST03981,10-09-2025,Delivered,Ahmedabad,4868,,
ORD000280,CUST00036,27-08-2026,Cancelled,Pune,37589,,
ORD000281,CUST01306,02-08-2026,Processing,Hyderabad,10292,,
ORD000282,CUST07373,31-03-2024,Delivered,Delhi,54929,,
ORD000283,CUST07830,22-01-2026,Shipped,Coimbatore,31235,,
ORD000284,CUST02699,16-12-2025,Delivered,Mumbai,9421,,
ORD000285,CUST02841,14-07-2026,Delivered,Kolkata,20993,,
ORD000286,CUST06991,07-04-2026,Shipped,Chennai,2909,,
ORD000287,CUST08365,28-01-2025,Delivered,Pune,15015,,
ORD000288,CUST09892,29-08-2026,Delivered,Madurai,32884,,
ORD000289,CUST03490,23-12-2024,Delivered,Pune,879,,
ORD000290,CUST06432,28-05-2024,Delivered,Mumbai,59847,,
ORD000291,CUST03174,19-04-2025,Cancelled,Delhi,35934,,
ORD000292,CUST00665,12-02-2026,Shipped,Ahmedabad,14053,,
ORD000293,CUST02499,08-11-2025,Delivered,Ahmedabad,23795,,
ORD000294,CUST00121,11-06-2026,Delivered,Madurai,8633,,
ORD000295,CUST01081,19-09-2025,Cancelled,Coimbatore,31987,,
ORD000296,CUST02287,17-03-2025,Shipped,Delhi,26713,,
ORD000297,CUST01437,08-01-2024,Delivered,Kolkata,57502,,
ORD000298,CUST08213,16-08-2024,Delivered,Ahmedabad,2671,,
ORD000299,CUST09045,10-03-2024,Delivered,Chennai,14143,,
ORD000300,CUST03605,03-12-2025,Delivered,Ahmedabad,33792,,
ORD000301,CUST07111,04-11-2025,Shipped,Pune,24461,,
ORD000302,CUST07466,19-11-2025,Delivered,Coimbatore,26322,,
ORD000303,CUST06155,09-02-2024,Delivered,Hyderabad,43679,,
ORD000304,CUST03642,03-05-2026,Delivered,Chennai,5587,,
ORD000305,CUST06498,29-01-2024,Delivered,Kolkata,46112,,
ORD000306,CUST03824,04-06-2025,Processing,Bengaluru,48642,,
ORD000307,CUST01945,03-10-2024,Processing,Chennai,21985,,
ORD000308,CUST01218,14-10-2024,Delivered,Delhi,45872,,
ORD000309,CUST07020,06-08-2025,Shipped,Coimbatore,16184,,
ORD000310,CUST01010,01-07-2024,Delivered,Hyderabad,51193,,
ORD000311,CUST06446,27-07-2026,Delivered,Ahmedabad,18587,,
ORD000312,CUST05142,05-06-2025,Delivered,Chennai,53866,,
ORD000313,CUST08016,19-11-2025,Delivered,Chennai,49834,,
ORD000314,CUST02695,21-08-2025,Cancelled,Kolkata,1888,,
ORD000315,CUST06130,24-03-2024,Processing,Pune,5234,,
ORD000316,CUST08209,31-01-2025,Delivered,Ahmedabad,9999,,
ORD000317,CUST03843,26-03-2024,Delivered,Chennai,13223,,
ORD000318,CUST02444,23-10-2024,Delivered,Madurai,2970,,
ORD000319,CUST03148,19-12-2025,Delivered,Hyderabad,5619,,
ORD000320,CUST08395,13-10-2024,Delivered,Chennai,4063,,
ORD000321,CUST08425,18-04-2024,Delivered,Kolkata,8384,,
ORD000322,CUST08979,27-06-2025,Shipped,Mumbai,3084,,
ORD000323,CUST01773,29-07-2026,Cancelled,Bengaluru,26370,,
ORD000324,CUST00096,13-01-2024,Delivered,Pune,15290,,
ORD000325,CUST08466,11-01-2025,Delivered,Ahmedabad,27094,,
ORD000326,CUST07940,12-02-2025,Delivered,Bengaluru,16096,,
ORD000327,CUST03990,25-12-2025,Delivered,Pune,19241,,
ORD000328,CUST09592,21-08-2026,Delivered,Coimbatore,21760,,
ORD000329,CUST07878,21-09-2025,Delivered,Pune,52189,,
ORD000330,CUST01944,09-09-2025,Processing,Ahmedabad,24198,,
ORD000331,CUST02093,15-01-2024,Delivered,Mumbai,9503,,
ORD000332,CUST05499,11-04-2026,Delivered,Coimbatore,16988,,
ORD000333,CUST01885,25-12-2025,Processing,Mumbai,18548,,
ORD000334,CUST05002,06-07-2024,Shipped,Bengaluru,30703,,
ORD000335,CUST04526,21-08-2024,Delivered,Mumbai,43240,,
ORD000336,CUST08868,03-06-2026,Delivered,Hyderabad,64143,,
ORD000337,CUST01634,14-02-2026,Processing,Coimbatore,1813,,
ORD000338,CUST09523,04-01-2026,Delivered,Ahmedabad,13971,,
ORD000339,CUST01267,02-04-2025,Delivered,Chennai,13866,,
ORD000340,CUST00137,25-12-2025,Delivered,Pune,66654,,
ORD000341,CUST05178,24-05-2024,Processing,Madurai,17360,,
ORD000342,CUST09124,31-05-2025,Cancelled,Coimbatore,40460,,
ORD000343,CUST01942,20-05-2024,Delivered,Bengaluru,3866,,
ORD000344,CUST06925,16-06-2025,Cancelled,Coimbatore,51511,,
ORD000345,CUST08361,20-09-2025,Delivered,Pune,12519,,
ORD000346,CUST08654,10-06-2026,Delivered,Hyderabad,9214,,
ORD000347,CUST04506,24-04-2024,Delivered,Bengaluru,33929,,
ORD000348,CUST08056,13-02-2024,Delivered,Bengaluru,22999,,
ORD000349,CUST07552,22-07-2024,Shipped,Pune,37400,,
ORD000350,CUST08748,17-04-2025,Delivered,Bengaluru,1121,,
ORD000351,CUST06617,04-11-2024,Delivered,Chennai,17949,,
ORD000352,CUST08790,12-07-2026,Delivered,Hyderabad,18197,,
ORD000353,CUST06733,17-11-2024,Delivered,Kolkata,14361,,
ORD000354,CUST01266,08-02-2025,Delivered,Hyderabad,9285,,
ORD000355,CUST04005,26-12-2024,Delivered,Mumbai,16881,,
ORD000356,CUST09018,05-05-2024,Delivered,Bengaluru,42945,,
ORD000357,CUST09891,29-04-2024,Processing,Mumbai,25808,,
ORD000358,CUST01532,01-08-2024,Processing,Pune,18021,,
ORD000359,CUST03761,04-04-2026,Delivered,Coimbatore,47825,,
ORD000360,CUST05819,06-11-2024,Delivered,Pune,27688,,
ORD000361,CUST00244,03-10-2025,Delivered,Madurai,11883,,
ORD000362,CUST02269,28-08-2025,Delivered,Madurai,34591,,
ORD000363,CUST07303,05-03-2024,Delivered,Mumbai,34988,,
ORD000364,CUST00035,31-12-2024,Delivered,Kolkata,8839,,
ORD000365,CUST09383,23-07-2024,Delivered,Coimbatore,19027,,
ORD000366,CUST07430,17-06-2026,Delivered,Mumbai,46062,,
ORD000367,CUST05454,05-07-2024,Delivered,Hyderabad,33358,,
ORD000368,CUST05230,24-12-2025,Delivered,Mumbai,7178,,
ORD000369,CUST09174,03-12-2025,Delivered,Kolkata,8998,,
ORD000370,CUST01419,17-09-2024,Shipped,Hyderabad,26589,,
ORD000371,CUST00009,13-04-2026,Delivered,Chennai,3047,,
ORD000372,CUST05002,30-03-2024,Delivered,Chennai,19564,,
ORD000373,CUST03254,26-01-2026,Delivered,Madurai,11994,,
ORD000374,CUST03115,02-07-2026,Shipped,Hyderabad,25086,,
ORD000375,CUST03704,27-01-2025,Delivered,Ahmedabad,11256,,
ORD000376,CUST00113,29-05-2024,Delivered,Bengaluru,34461,,
ORD000377,CUST09134,15-02-2025,Delivered,Delhi,14766,,
ORD000378,CUST01343,19-03-2025,Shipped,Hyderabad,41292,,
ORD000379,CUST01457,19-05-2024,Delivered,Madurai,19712,,
ORD000380,CUST00766,19-10-2024,Delivered,Bengaluru,27492,,
ORD000381,CUST04327,10-04-2025,Delivered,Delhi,30449,,
ORD000382,CUST07135,22-09-2025,Processing,Coimbatore,635,,
ORD000383,CUST07103,03-09-2024,Delivered,Mumbai,43037,,
ORD000384,CUST00680,07-04-2024,Delivered,Bengaluru,10976,,
ORD000385,CUST07100,18-06-2024,Delivered,Mumbai,6148,,
ORD000386,CUST06023,05-11-2024,Delivered,Kolkata,4316,,
ORD000387,CUST07934,01-03-2025,Delivered,Madurai,13662,,
ORD000388,CUST05037,08-06-2026,Processing,Hyderabad,15804,,
ORD000389,CUST02095,07-03-2024,Delivered,Ahmedabad,8388,,
ORD000390,CUST07310,25-02-2024,Cancelled,Bengaluru,11373,,
ORD000391,CUST09301,11-07-2025,Shipped,Kolkata,32563,,
ORD000392,CUST02479,31-05-2025,Processing,Mumbai,22447,,
ORD000393,CUST02141,21-07-2025,Delivered,Kolkata,22660,,
ORD000394,CUST03502,30-05-2024,Delivered,Pune,25191,,
ORD000395,CUST08351,13-11-2024,Delivered,Chennai,11187,,
ORD000396,CUST05684,20-05-2024,Delivered,Ahmedabad,60715,,
ORD000397,CUST09087,10-11-2024,Delivered,Hyderabad,24612,,
ORD000398,CUST09988,06-03-2026,Delivered,Chennai,61855,,
